,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel No.,Score,,,,,,,,,,
K18,R53,"Reviewed: September 26, 2018","  \nOur family arrived at 4.30pm and our connecting room wasn’t ready. We were placed in rooms on a floor that was old, smelly- damp and also fumes from renovations, along with dirty carpet. The next day they moved us to a different floor that had been renovated. They should not have placed us in the first room. When we complained on our departure they could only say sorry. Not a nice experience for our family.\nStayed in September 2018",2.9,Anonymous,,,,,,,,,,,,
K18,R54,"Reviewed: September 24, 2018",  \nWe booked the afternoon tea option but went to the wrong lounge on the first day which was unfortunate when we found the correct one which was fantastic. The whole option could have been explained better as we understood the price was an overall rate and not a individual daily rate which became quiet expensive and an unfortunate issue at check out.\n  \nexcellent selection at breakfast. Facilities in the Hotel are really good. Some building works going on but interruption was kept to a minimum. Really good sized room. very comfortable as well.\nStayed in August 2018,10,Mick Toner,,,,,,,,,,,,
K18,R55,"Reviewed: September 23, 2018",  \nBar and restaurant staff weren’t as attentive as I would expect. \n  \nLocation was good with a shopping mall opposite. Door staff were helpful and the entertainment was enjoyable.\nStayed in September 2018,7.1,Neelam,,,,,,,,,,,,
K18,R56,"Reviewed: September 21, 2018","  \nTotal disapointement!\n1/ The hotel was in a big renovation and this has never been mentionned on their website neither on the booking websites: half of the hotel reception was closed for buildings + a strong smell of glue was spreading all over the floor to the point where hotel reception staff were wearing masks on their face.\n2/ I have forgotten my swimsuit in the spa on a saturday 25th August evening. The spa closes at 10pm and i remembered i was the last client leaving the area (around 9:30pm).  When i figured out, 2 days later, of my oversight, i contacted both the reception and the hotel SPA staff but they said they didnt find anything!! How is it possible that in a Five star hotel like Sheraton, you can not find an item or a clothing that you forgot in a private space, all the more, since nobody appart from the staff would enter this place after you??!!! Imagine if i had forgotten my cell phone in the restaurant or elsewhere? This is an unsecured place! Besides, the most disapointing thing after that, was how my complain to the hotel has been treated:\n- complete disregard and detachment from the hotel manager (M. Derreck), who sent me a whatsapp message 3days after i left the city to say they could not find the item\n- total arrogance from one particular person in the hotel staff (M.Fairouz) who shouted at me over the phone when i was saying my disapointment regarding the situation!\nSo let me just say a simple message to the hotel staff management: Shame on you! Shame on you that you are not professionnal and you are tarnishing the image and values of the sheraton brand and chain!\nAs a former regular customer of the sheraton brand around the world and a starwood member, i feel really bad for your behaviour and would never book again in one of your hotels. One last thing is that i don't consider your automatic answer and  politically correct apologies following this message. This is too late and i gived you 1month to find my item!\n  \nbreakfast\nStayed in August 2018",3.3,CLAPT,,,,,,,,,,,,
K18,R65,"Reviewed: September 2, 2018",  \nThe hotel was/is being renovated - wasnt advertised on booking.com or SPG web page. The horrible smell of adhesive or paint was almost nauseating. Would highly recommend calling ahead of booking to make sure renovating is complete\n  \nthe location is awesome - near Quill City Mall. Worked a MMA (Mixed Martial Arts) show. The hotel is super close and cheap......hmmmm. then upon check in I realized why it was so cheap.\nStayed in August 2018,6.7,Rich,,,,,,,,,,,,
K18,R57,"Reviewed: September 17, 2018",  \nThe food we ordered was not good value for money. And was not the way it was supposed to be. We ordered lamb biryani and got rice and lamb separately. \n  \nEverything else was great\nStayed in September 2018,9.6,Riya,,,,,,,,,,,,
K18,R58,"Reviewed: September 16, 2018",  \nFront Office staff is bad! From check in.. my husband checked in on our behalf and they took a deposit from his cc. Then when i arrived they took another deposit from my cc. \nOn the 16th night at 10pm i made another last minute booking for my friends and i called reception from my room to inform this. When my friends arrived to the hotel reception calls my room to ask if i hv visitors coming up to my room!! This is what happens when the staff doesnt understand English and cant converse properly. Had to explain ALL OVER AGAIN that its a new booking!! \nWe have stayed since Friday 14th and due to check out on 16th but we have booked another night to extend stay for the 16th nite. I called the hotel staff from my room at 5pm on the 15th and explained to them on my extension and new booking. They said ok ok ok.. 16th morning after breakfast my husband and i go to the front desk to get our keys sorted. Aqmal is clueless and lacks people skills for a Front Office personnel. He holds on to our keys and insisted i gave him my cc for the extension. We came from breakfast moron! Who carries their wallet to breakfast!\nSharifah is the only one who is on the ball. For the price you pay you would think a 5 star hotel would know what they are doing and have better people skills. Being a hotelier myself im truly disappointed.\nBesides that on 14th night we ordered room service. Husband had a steak and i had chicken chop. His steak had a piece of rubberband in it. Being so late in the nite we decided to let that slide. But again 5 star hotel!! \n  \nRoom is spacious bathroom is great.\nStayed in September 2018,5.8,Valerine,,,,,,,,,,,,
K18,R59,"Reviewed: September 12, 2018","  \nRepairing work in adjacent room with drilling machine for 5-6 hrs continuously in day time. Did not stop even after complain in the front desk.Lot of inconvinoance for the children and family members.\n  \nWell connected, rate is reasonable.safe, house keeping is good.Quality of food is excellent.\nStayed in September 2018",8.3,Subrata,,,,,,,,,,,,
K18,R60,"Reviewed: September 11, 2018","  \nThe hotel were doing upgrading and it was so noisy. The loud noise was unbearable as  hacking were right above our room. Thank goodness we were checking out on that particular morning. There were mosquitoes at hotel lobby. There were some problem during check-in as staff got mixed up with same surname. Duplicate room keys were given to allocated room thus lapse of safety and security which is unacceptable. Upon check-out, only 2 staff were at the counter and the queue started to build up. When asked why are there only 2 staff at the counter, we were told that it was lunch time. Not a good excuse at all considering the standard check-out time is 12 noon thus the management should put more staff to handle the situation. \n  \nGood choice of buffet breakfast.\nRoom was quite big. \nStayed in September 2018",5.4,Suyati,,,,,,,,,,,,
K18,R61,"Reviewed: September 10, 2018",  \nI loved the hotel and since it was my birthday weekend it was spectacular. The room was 👑🙌🏾♥️ beautiful and they also sent a complimentary cake. It was just a great experience. I loved the stay and I will definitely recommend it.\nStayed in September 2018,10,Anonymous,,,,,,,,,,,,
K18,R67,"Reviewed: September 1, 2018","  \nIt was noisy. The staff didn't respond, the food was unhygienic ,the bathroom was leaking from every were .not recommended \n  \nOnly the location is central otherwise not recommended\nStayed in August 2018",3.3,Anonymous,,,,,,,,,,,,
K18,R66,"Reviewed: September 1, 2018","  \nBreakfast should have more varieties or change. If you are staying for 5-6 days then you may fed up with same breakfast menu. \n  \nGood hotel in kl city. Rooms are good but mattress needs to be more comfortable. Sauna and gym is great, i would say must try the sauna.great support staff, specially logan & faisal. Overall friendly staff every where in the hotel.\nStayed in August 2018",7.9,Anonymous,,,,,,,,,,,,
K18,R51,"Reviewed: October 9, 2018",  \nThe receptionist sent me two notes on day two and three asking me about payment for my room yet I had settled everything on check in including taxes.\n  \nLogan one of the receptionists was excellent. Very helpful pointing out things to do in kuala lumpur\nStayed in October 2018,7.5,Anonymous,,,,,,,,,,,,
K18,R52,"Reviewed: October 7, 2018","  \nVery noisy when I first got there I just wanted to sleep, had been travelling. Wish I’d known about the renovations, would have stayed elsewhere this time. \n  \nApart from noise, everything else was great\nFood good\nStayed in October 2018",9.2,Jennifer,,,,,,,,,,,,
K18,R45,"Reviewed: October 30, 2018",  \nWe were sick and the on call doctor was very good. Kudos to the staff. They were super prompt and attentive to our many request when we were ill. \nLocation was good. A new mall just opened across the street and Jalan Dooraisamy which is right beside the property has a few amazing food options now. \nStaff were super well trained and were excellent. \nI have been visiting this hotel for nearly 16 years and it still is as good as the day I stepped in. \nThey just renovated so it smells a tad new. But everything was super clean and taken cared of. \nStayed in October 2018,10,Stanley,,,,,,,,,,,,
K18,R46,"Reviewed: October 29, 2018","  \nI have kept my towels on floor,  they put back same towels for me without changing them.. Very bad attitude. Too much noice of construction... \n  \nLocation\nStayed in October 2018",4.2,Ismail,,,,,,,,,,,,
K18,R47,"Reviewed: October 27, 2018",  \nnothing I can think of. My sister and her husband also stayed at the hotel with us and were very impressed with the club?\n  \nWe loved the room which apparently had been recently re-furbished it was beautiful especially the bathroom.\nStayed in October 2018,7.9,Lesley,,,,,,,,,,,,
K18,R48,"Reviewed: October 24, 2018","  \nto tell you quite frankly....just 2/3  items among hundreds, in breakfast didn't seem fresh  ..specially the  sea fish  and mussels in the salad section and hummus (dipping)\n  \nRoom with a view for three adult  and the Fabulous Breakfast with multiple selections. They provided extra water bottle..which was nice. Room service was prompt ..\nStayed in October 2018",10,Samia,,,,,,,,,,,,
K18,R49,"Reviewed: October 14, 2018","  \nThe taxi in charge at the door  is very very rude and unpolite, I had an argument with them , they are forcing us to pay extra charges to taxi , this is NOT acceptable to us and it’s unprofessional, this issue was told to the hotel duty manager!!!!!!\n  \nOver all good , location and friendly staff\nStayed in October 2018",7.1,Bassam,,,,,,,,,,,,
K18,R50,"Reviewed: October 10, 2018","  \nVery far from the main strips of shops and restaurants not close to anything at all we walked into our room and it smell it made us gag that’s how terrible it was the bed was poorly made and had hair bits all over, the bath tub had stains and hair in it , toilet seat had stains on it the staff where very understanding and apologetic and quickly fixed this by upgrading us to a new and clean room but just the thought of having to go through this after a long flight when you just want to go to a hotel and not have any problems and just relax and get what you PAID for!! This hotel was not the best experience ! \n  \nFacilities are great massage and spa are beyond words \nStayed in October 2018",4.2,Anonymous,,,,,,,,,,,,
K18,R40,"Reviewed: November 6, 2018",  \nFab hotel very comfortable and large rooms great breakfast excellent location to skyrail shopping centre across the street and lots of little bars restaurants and markets close by. 10 out of 10.\nStayed in November 2018,10,Catherine,,,,,,,,,,,,
K18,R41,"Reviewed: November 5, 2018",  \nInside the reception to dark need some light.  We was floor 29 very noisy at the night. Windows is not double glazing\n  \nVery nice big bedroom with bath and shower. Friendly staff. Helpful to found your way around.\nStayed in November 2018,9.2,Katia,,,,,,,,,,,,
K18,R42,"Reviewed: November 5, 2018",  \nNOTHING THAT DIDN'T LIKE\nALL WAS AS OUR EXPECTATION\n  \nTHE STAFF WAS EXCELLENT\nROOM AND TOILET WAS GENEROUSLY SPACIOUS\nSURROUNDING FACILITY MEET OUR NEED\nStayed in November 2018,10,Ahmad,,,,,,,,,,,,
K18,R43,"Reviewed: November 3, 2018",  \nI can't remember any. It is not easy to fault the staff at least for me and son. So we don't know whether this is the tradition for Sheraton imperial in Kuala Lumpur or it has something to do with the Malaysian culture. \n  \nThe front office staff were very welcoming. \nRestaurant staff literally urging us to try the cuisine from other countries like Japan and India besides the local one.\nHouse keeping staff made sure the mini bar got restocked and the room was kept clean throughout our stay\nStayed in November 2018,9.6,Anonymous,,,,,,,,,,,,
