Hotel,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel,Score
S14,R49,"Reviewed: July 28, 2018",  \nEverything was Perfect. Excellent location. Clean and lots of space. \nStayed in July 2018,10,Jean-luc,,
S14,R10,"Reviewed: July 28, 2018","  \nThe facility is kinda old but clean.  Basically, the whole building needs renovation.\n  \nAll the staffs were very professional, friendly, and helpful.  One of the best service team in Singapore by far.\nStayed in July 2018",7.5,Biffle,,
S14,R72,"Reviewed: July 7, 2015","  \nThe apartment needs to be renovated. Bath tube, shower, power sockets, vanity, kitchen, etc are a bit worn out.\n  \nThe location is good. It's only a few minutes walking to a MRT station.",7.1,Nguyen,,
S14,R13,"Reviewed: July 8, 2018",  \nVERY DIRTY. PICTURES IN BOOKING DO NOT SHOW REALITY. I FILES COMPLAINT WITH HEALTH DEPARTMENT DUE TO ROACHES AND BUGS CRAWLING UP THE WALLS. STAFF ALSO ADVISED.\n  \nNOTHING\nStayed in July 2018,2.9,Ian,,
S14,R30,"Reviewed: June 19, 2017","  \nTicks all the boxes with facilities but the facilities are so old and run down. The gym was unuseable being so old. No balls in the pool table to use, everything is just so old and dated. The jacuzzi was unusable as it looked so dirty. So yes all the facilities were there but completely unuseable as old and dirty\n  \nLocation was excellent\nStayed in June 2017",5.8,Chaz,,
S14,R73,"Reviewed: June 23, 2015",  \nThe apartment is a little dated and could use a refresh.\n  \nThe location is unbeatable with shopping downstairs and MRT station nearby. The staff were extremely helpful especially Susanna in the office who would do her best to accommodate our needs. The housekeeper AiXian did a great job keeping the apartment clean. And I cannot have enough praise for Harry the security guard for his exceptional service.,8.8,John,,
S14,R15,"Reviewed: June 25, 2018","  \nThe swimming pool looked a little dated so we didn't try it, going instead to a reciprocal country club nearby.  The decoration on the balcony does need updating - some wire netting (presumably to keep the birds away) was rusty and broken. We had to ask for wine glasses.\n  \nThe location was right next to Orchard Road and super convenient for buses, MRT, food outlets etc. Far East Centre is iconic in its own way and is not super crowded like the others near it. It was a good bolt hole away from the crowds, quiet at night, but still really good for getting around. The apartment was spacious and I loved the balcony. The air conditioning was first rate and generous, the welcome pack was most welcome, and the cleaning and sheet changing (once every other day) was just what we needed. Loved going downstairs to buy our breakfast of nasi lemak/prata and there is a really good independent coffee place on the ground floor (Community Coffee). Nail Status on Level 4 also recommended for a good mani-pedi.\nStayed in June 2018",8.8,Grace,,
S14,R21,"Reviewed: March 1, 2018","  \nNot 24/7 manamngnet office. The management office opens 08:45-18:00 Mon-Fri, Sat 09:00-13:00,closed Sunday).Building is a bit old,furniture are showing sign of age.\n  \nstaff very friendly and are very helpful. they provide excellent local knowledge and shared tips to how to get some local experience?In kitchen they do provide cutlery and basic cooking/clean facilities.They also provide a handset called “handy” which provide a internet and phone number.this helps if you didn’t buy a roaming sim and save money. this device can also book taxi and provide some discount to attractions.in the building they have a pool and gym on 7 floor as well as a squash and tennis court. Excellent location to orchard road shopping centre.just like living next to Oxford Circus (but very quiet),downstairs have a shopping centre and and food court open Until 10:00. If you want restaurant just next door have a goodwoood hotel which provide great dinning experience. Also close to a supermarket called fairprice under Scott plaza(where Hermes store is)which is 3 mins walk.overall an excellent location for a great Singapore experience.have security 24hrs on site on the ground floor to help checking in at late time.\nStayed in February 2018",9.6,Kelvinni,,
S14,R3,"Reviewed: March 1, 2019","  \nIf furniture can be more updated and re-equipped, is should be more attracting to customers.\n  \nPerfect location. Right at the corner of Orchard Road. Easy to access everywhere. Walking distance to Orchard MRT. A lot of shopping centers and supermarkets to buy things. Very value for money. We have been upgraded to 3 bedroom apartment which is fantastic. Thank you\nStayed in February 2019",8.3,Thuy,,
S14,R64,"Reviewed: March 11, 2016",  \nNo breakfast but not a big problem as there are eateries right downstairs. Spoilt for choice.\n  \nLocation in the heart of town with shops right downstairs. Easy access to the subway too.,9.6,Jean,,
S14,R35,"Reviewed: March 12, 2019",  \nthe location is at the heart of Singapore\nStayed in March 2019,7.5,Anonymous,,
S14,R34,"Reviewed: March 18, 2019","  \nIt’s a little old & could do with a fresh coat of paint\n  \nFriendly & helpful staff, good size room, great location for shopping, very clean\nStayed in March 2019",10,Aileen,,
S14,R75,"Reviewed: March 19, 2015","  \nThere were ants in the kitchen and bathroom. Booked way in advance and requested a renovated room but didn't receive one so a bit disappointed with the room we got.\n  \nThe location of these apartments is fantastic, right in the centre of the city, close to Taxi stand and train. Amazing staff, so friendly and welcoming. Roomy apartments, cleaned every 2nd day. Comfy and clean beds and linen.",8.3,Nicole,,
S14,R33,"Reviewed: March 19, 2019",  \nThe toilet amenities could be better. \n  \nComfortable rooms. Top notch location. \nStayed in March 2019,7.5,Akm,,
S14,R74,"Reviewed: March 24, 2015",  \nNothing poor about this place.\n  \nThe location is great. \nHarry the security is the greatest. He is willing to help with anything you need and has answers for all your questions. \nAlways has time for you.,8.8,Alfred,,
S14,R52,"Reviewed: March 25, 2018",  \nThe pool was a bit disappointing as it offered no shade or privacy.  As a result we did not use it.\nStayed in March 2018,10,Catherine,,
S14,R2,"Reviewed: March 31, 2019","  \nThe gym is small and gets crowded in the evening.\n  \nExcellent location, walking distance from Orchard Road; an outdoor play-area and wading pool which my son always enjoys; great food at the Far East Plaza shopping centre downstairs; a washing machine and equipped kitchen, which make life easy when traveling with kids.\nStayed in March 2019",7.5,Kazi,,
S14,R20,"Reviewed: March 7, 2018","  \nThe second bedroom in our three-bedroom apartment was less than half the size of the main room. The ants in the kitchen.\n  \nConvenient location, polite and helpful staff, clean pool\nStayed in March 2018",7.5,Nat,,
S14,R51,"Reviewed: May 1, 2018","  \nExcellent location, swimming pool, clean \nStayed in April 2018",9.2,George,,
S14,R16,"Reviewed: May 16, 2018",  \nApartment appalling. Poor condition worn out no hot water in kitchen . Not suitable for rental requires heap of work. Wonder how it could pass rating test. It’s an apartment to avoid\n  \nLocation and staff . That’s all\nStayed in May 2018,5.8,Beverley,,
S14,R63,"Reviewed: May 30, 2017",  \nthis place close to many restaurants. you can choose many kind of food. And this place very close to public transportations.\nStayed in May 2017,9.2,Syafrudin,,
S14,R47,"Reviewed: November 29, 2018","  \nspace, cleanliness and location\nStayed in November 2018",9.6,Ruvini,,
S14,R67,"Reviewed: October 1, 2015",  \nThe apartments need a facelift. Everything is old. No plants.\n  \nThere were lots of bathrooms although one of them had a broken shower. Staff were really good.,8.5,Albert,,
S14,R79,"Reviewed: October 12, 2015",  \nShower heads didn't move in the shower and the dowels holding them in the wall were coming out. Needs a bit of maintenance\n  \nSize of the room,6.3,Ben,,
S14,R27,"Reviewed: October 15, 2017",  \nThat the swimming pool was out of action for our last 2 days.\n  \nSuperb location and very helpful hosts.  The provision of a smartphone with wifi was fantastic.\nStayed in October 2017,8.3,Tara,,
S14,R65,"Reviewed: October 18, 2015","  \nBeds a little hard for us and room was quite nosy even on the 12th floor, Gymnasium air con was not properly controlled it was very warm at times which is not ideal for a gym\n  \nGreat location all round,close to MRT and taxis ,food and shopping on lower floors and very handy to Orchard rd. Our room attendant B Mahasurari was excellent she serviced the room awesome thanks",7.9,Ken,,
S14,R66,"Reviewed: October 8, 2015","  \nOld appliances, no balcony furniture,  no restocking of coffee and tea,  outdated, uncomfortable couch, no storage in bathroom, needs blind in kitchen and family room\n  \nLocation",6.3,Anonymous,,
S14,R28,"Reviewed: October 9, 2017","  \nCouldn't use balcony due to overwhelming cooking smells from eating places. Birds a problem too. Only 1 pot and 1 frying pan provided but as we ate out most of the time this didn't pose a problem. Staff extremely helpful and small issues were sorted quickly and efficiently. Steven from Security deserves a special mention - so helpful and he made us feel so welcome. Great sense of humour. An asset to the team, all of whom were helpful at all times.\n  \nSpacious and clean - great location\nHandy phone provided for use during stay - great for information and booking taxis!\nWe were upgraded to a larger apartment which was great!\nHousekeeping excellent!\nStayed in October 2017",9.2,Linda,,
S14,R56,"Reviewed: September 13, 2017",  \nSimply home away from home \nStayed in September 2017,10,Fouad,,
S14,R57,"Reviewed: September 13, 2017",  \nThe kitchen ware wasn't adequate. Didn't have a blender\nStayed in September 2017,8.3,Linda,,
S14,R69,"Reviewed: September 17, 2015","  \nWhat's not to like.\n  \nVery clean, well-appointed and spacious apartment in an unbeatable location in Singapore. Great views as well, and use of a swimming pool. My main concern in reviewing this property is that if too many find out about it I may have difficulty booking in the future.",10,David,,
S14,R48,"Reviewed: September 21, 2018",  \nNeed an exhaust fan in toilet\n  \nBeds were very comfortable.\nStayed in September 2018,9.2,Ramesh,,
S14,R68,"Reviewed: September 28, 2015","  \nThese are very minor things - the front and 'back' door entrances are a little disconcerting after dark. Although in a reputable neighbourhood, it does the residences no favours as it looks a little dodgy. Also, for sun-smart Aussies, the pool has no shade and so was avoided.\n  \nThe residences are very central to one of the main parts of Singapore and are quite comfortable if somewhat dated. The staff are absolutely fabulous - nothing is too much trouble for them and special mention for Rasi who is just a delight. The aircon, a must in Singapore, was tremendous",8.3,Pj,,
